"ref_date","geo","dguid","shelter_type","target","shelter","beds"
2018,"Kapuskasing, Ontario","3556066","Transitional housing","General (men)",0,0
2018,"Kapuskasing, Ontario","3556066","Transitional housing","General (women)",0,0
2018,"Kapuskasing, Ontario","3556066","Transitional housing","Total",0,0
2018,"Kapuskasing, Ontario","3556066","Transitional housing","Youth",0,0
2018,"Kaslo, British Columbia","5903023","Domestic violence shelter","General (women)",1,1
2018,"Kaslo, British Columbia","5903023","Domestic violence shelter","Total",1,1
2018,"Kaslo, British Columbia","5903023","Emergency shelter","Family",0,0
2018,"Kaslo, British Columbia","5903023","Emergency shelter","General (all)",0,0
2018,"Kaslo, British Columbia","5903023","Emergency shelter","General (men)",0,0
2018,"Kaslo, British Columbia","5903023","Emergency shelter","General (women)",0,0
2018,"Kaslo, British Columbia","5903023","Emergency shelter","Total",0,0
2018,"Kaslo, British Columbia","5903023","Emergency shelter","Youth",0,0
2018,"Kaslo, British Columbia","5903023","Transitional housing","Family",0,0
2018,"Kaslo, British Columbia","5903023","Transitional housing","General (all)",0,0
2018,"Kaslo, British Columbia","5903023","Transitional housing","General (men)",0,0
2018,"Kaslo, British Columbia","5903023","Transitional housing","General (women)",0,0
2018,"Kaslo, British Columbia","5903023","Transitional housing","Total",0,0
2018,"Kaslo, British Columbia","5903023","Transitional housing","Youth",0,0
2018,"Kelowna, British Columbia","5935010","Domestic violence shelter","General (women)",1,16
2018,"Kelowna, British Columbia","5935010","Domestic violence shelter","Total",1,16
2018,"Kelowna, British Columbia","5935010","Emergency shelter","Family",0,0
2018,"Kelowna, British Columbia","5935010","Emergency shelter","General (all)",0,0
2018,"Kelowna, British Columbia","5935010","Emergency shelter","General (men)",1,60
2018,"Kelowna, British Columbia","5935010","Emergency shelter","General (women)",1,20
2018,"Kelowna, British Columbia","5935010","Emergency shelter","Total",3,90
2018,"Kelowna, British Columbia","5935010","Emergency shelter","Youth",1,10
2018,"Kelowna, British Columbia","5935010","Transitional housing","Family",0,0
2018,"Kelowna, British Columbia","5935010","Transitional housing","General (all)",0,0
2018,"Kelowna, British Columbia","5935010","Transitional housing","General (men)",0,0
2018,"Kelowna, British Columbia","5935010","Transitional housing","General (women)",0,0
2018,"Kelowna, British Columbia","5935010","Transitional housing","Total",0,0
2018,"Kelowna, British Columbia","5935010","Transitional housing","Youth",0,0
2018,"Kenora, Ontario","3560010","Domestic violence shelter","General (women)",1,14
2018,"Kenora, Ontario","3560010","Domestic violence shelter","Total",1,14
2018,"Kenora, Ontario","3560010","Emergency shelter","Family",0,0
2018,"Kenora, Ontario","3560010","Emergency shelter","General (all)",1,20
2018,"Kenora, Ontario","3560010","Emergency shelter","General (men)",0,0
2018,"Kenora, Ontario","3560010","Emergency shelter","General (women)",0,0
2018,"Kenora, Ontario","3560010","Emergency shelter","Total",1,20
2018,"Kenora, Ontario","3560010","Emergency shelter","Youth",0,0
2018,"Kenora, Ontario","3560010","Transitional housing","Family",0,0
2018,"Kenora, Ontario","3560010","Transitional housing","General (all)",1,11
2018,"Kenora, Ontario","3560010","Transitional housing","General (men)",0,0
2018,"Kenora, Ontario","3560010","Transitional housing","General (women)",0,0
2018,"Kenora, Ontario","3560010","Transitional housing","Total",1,11
2018,"Kenora, Ontario","3560010","Transitional housing","Youth",0,0
2018,"Kentville, Nova Scotia","1207012","Domestic violence shelter","General (women)",1,15
2018,"Kentville, Nova Scotia","1207012","Domestic violence shelter","Total",1,15
2018,"Kentville, Nova Scotia","1207012","Emergency shelter","Family",0,0
2018,"Kentville, Nova Scotia","1207012","Emergency shelter","General (all)",0,0
2018,"Kentville, Nova Scotia","1207012","Emergency shelter","General (men)",0,0
2018,"Kentville, Nova Scotia","1207012","Emergency shelter","General (women)",0,0
2018,"Kentville, Nova Scotia","1207012","Emergency shelter","Total",0,0
2018,"Kentville, Nova Scotia","1207012","Emergency shelter","Youth",0,0
2018,"Kentville, Nova Scotia","1207012","Transitional housing","Family",0,0
2018,"Kentville, Nova Scotia","1207012","Transitional housing","General (all)",0,0
2018,"Kentville, Nova Scotia","1207012","Transitional housing","General (men)",0,0
2018,"Kentville, Nova Scotia","1207012","Transitional housing","General (women)",0,0
2018,"Kentville, Nova Scotia","1207012","Transitional housing","Total",0,0
2018,"Kentville, Nova Scotia","1207012","Transitional housing","Youth",0,0
2018,"Kincardine, Ontario","3541024","Domestic violence shelter","General (women)",1,13
2018,"Kincardine, Ontario","3541024","Domestic violence shelter","Total",1,13
2018,"Kincardine, Ontario","3541024","Emergency shelter","Family",0,0
2018,"Kincardine, Ontario","3541024","Emergency shelter","General (all)",0,0
2018,"Kincardine, Ontario","3541024","Emergency shelter","General (men)",0,0
2018,"Kincardine, Ontario","3541024","Emergency shelter","General (women)",0,0
2018,"Kincardine, Ontario","3541024","Emergency shelter","Total",0,0
2018,"Kincardine, Ontario","3541024","Emergency shelter","Youth",0,0
2018,"Kincardine, Ontario","3541024","Transitional housing","Family",0,0
2018,"Kincardine, Ontario","3541024","Transitional housing","General (all)",0,0
2018,"Kincardine, Ontario","3541024","Transitional housing","General (men)",0,0
2018,"Kincardine, Ontario","3541024","Transitional housing","General (women)",0,0
2018,"Kincardine, Ontario","3541024","Transitional housing","Total",0,0
2018,"Kincardine, Ontario","3541024","Transitional housing","Youth",0,0
2018,"Kingston, Ontario","3510010","Domestic violence shelter","General (women)",1,43
2018,"Kingston, Ontario","3510010","Domestic violence shelter","Total",1,43
2018,"Kingston, Ontario","3510010","Emergency shelter","Family",1,19
2018,"Kingston, Ontario","3510010","Emergency shelter","General (all)",1,29
2018,"Kingston, Ontario","3510010","Emergency shelter","General (men)",0,0
2018,"Kingston, Ontario","3510010","Emergency shelter","General (women)",0,0
2018,"Kingston, Ontario","3510010","Emergency shelter","Total",3,63
2018,"Kingston, Ontario","3510010","Emergency shelter","Youth",1,15
2018,"Kingston, Ontario","3510010","Transitional housing","Family",0,0
2018,"Kingston, Ontario","3510010","Transitional housing","General (all)",0,0
2018,"Kingston, Ontario","3510010","Transitional housing","General (men)",1,7
2018,"Kingston, Ontario","3510010","Transitional housing","General (women)",1,7
2018,"Kingston, Ontario","3510010","Transitional housing","Total",5,38
2018,"Kingston, Ontario","3510010","Transitional housing","Youth",3,24
2018,"Kitchener, Ontario","3530013","Domestic violence shelter","General (women)",1,45
2018,"Kitchener, Ontario","3530013","Domestic violence shelter","Total",1,45
2018,"Kitchener, Ontario","3530013","Emergency shelter","Family",1,66
2018,"Kitchener, Ontario","3530013","Emergency shelter","General (all)",0,0
2018,"Kitchener, Ontario","3530013","Emergency shelter","General (men)",1,51
2018,"Kitchener, Ontario","3530013","Emergency shelter","General (women)",0,0
2018,"Kitchener, Ontario","3530013","Emergency shelter","Total",4,144
2018,"Kitchener, Ontario","3530013","Emergency shelter","Youth",2,27
2018,"Kitchener, Ontario","3530013","Transitional housing","Family",0,0
2018,"Kitchener, Ontario","3530013","Transitional housing","General (all)",0,0
2018,"Kitchener, Ontario","3530013","Transitional housing","General (men)",0,0
2018,"Kitchener, Ontario","3530013","Transitional housing","General (women)",0,0
2018,"Kitchener, Ontario","3530013","Transitional housing","Total",0,0
2018,"Kitchener, Ontario","3530013","Transitional housing","Youth",0,0
2018,"Kitimat, British Columbia","5949005","Domestic violence shelter","General (women)",1,8
2018,"Kitimat, British Columbia","5949005","Domestic violence shelter","Total",1,8
2018,"Kitimat, British Columbia","5949005","Emergency shelter","Family",0,0
2018,"Kitimat, British Columbia","5949005","Emergency shelter","General (all)",0,0
2018,"Kitimat, British Columbia","5949005","Emergency shelter","General (men)",0,0
2018,"Kitimat, British Columbia","5949005","Emergency shelter","General (women)",0,0
2018,"Kitimat, British Columbia","5949005","Emergency shelter","Total",0,0
2018,"Kitimat, British Columbia","5949005","Emergency shelter","Youth",0,0
2018,"Kitimat, British Columbia","5949005","Transitional housing","Family",0,0
2018,"Kitimat, British Columbia","5949005","Transitional housing","General (all)",0,0
2018,"Kitimat, British Columbia","5949005","Transitional housing","General (men)",0,0
2018,"Kitimat, British Columbia","5949005","Transitional housing","General (women)",0,0
2018,"Kitimat, British Columbia","5949005","Transitional housing","Total",0,0
2018,"Kitimat, British Columbia","5949005","Transitional housing","Youth",0,0
2018,"L'islet-Sur-Mer, Quebec",NA,"Domestic violence shelter","General (women)",1,9
2018,"L'islet-Sur-Mer, Quebec",NA,"Domestic violence shelter","Total",1,9
2018,"L'islet-Sur-Mer, Quebec",NA,"Emergency shelter","Family",0,0
2018,"L'islet-Sur-Mer, Quebec",NA,"Emergency shelter","General (all)",0,0
2018,"L'islet-Sur-Mer, Quebec",NA,"Emergency shelter","General (men)",0,0
2018,"L'islet-Sur-Mer, Quebec",NA,"Emergency shelter","General (women)",0,0
2018,"L'islet-Sur-Mer, Quebec",NA,"Emergency shelter","Total",0,0
2018,"L'islet-Sur-Mer, Quebec",NA,"Emergency shelter","Youth",0,0
2018,"L'islet-Sur-Mer, Quebec",NA,"Transitional housing","Family",0,0
2018,"L'islet-Sur-Mer, Quebec",NA,"Transitional housing","General (all)",0,0
2018,"L'islet-Sur-Mer, Quebec",NA,"Transitional housing","General (men)",0,0
2018,"L'islet-Sur-Mer, Quebec",NA,"Transitional housing","General (women)",0,0
2018,"L'islet-Sur-Mer, Quebec",NA,"Transitional housing","Total",0,0
2018,"L'islet-Sur-Mer, Quebec",NA,"Transitional housing","Youth",0,0
2018,"La Malbaie, Quebec","2415013","Domestic violence shelter","General (women)",1,9
2018,"La Malbaie, Quebec","2415013","Domestic violence shelter","Total",1,9
2018,"La Malbaie, Quebec","2415013","Emergency shelter","Family",0,0
2018,"La Malbaie, Quebec","2415013","Emergency shelter","General (all)",0,0
2018,"La Malbaie, Quebec","2415013","Emergency shelter","General (men)",0,0
2018,"La Malbaie, Quebec","2415013","Emergency shelter","General (women)",0,0
2018,"La Malbaie, Quebec","2415013","Emergency shelter","Total",0,0
2018,"La Malbaie, Quebec","2415013","Emergency shelter","Youth",0,0
2018,"La Malbaie, Quebec","2415013","Transitional housing","Family",0,0
2018,"La Malbaie, Quebec","2415013","Transitional housing","General (all)",0,0
2018,"La Malbaie, Quebec","2415013","Transitional housing","General (men)",0,0
2018,"La Malbaie, Quebec","2415013","Transitional housing","General (women)",0,0
2018,"La Malbaie, Quebec","2415013","Transitional housing","Total",0,0
2018,"La Malbaie, Quebec","2415013","Transitional housing","Youth",0,0
2018,"La Pocatière, Quebec","2414085","Domestic violence shelter","General (women)",0,0
2018,"La Pocatière, Quebec","2414085","Domestic violence shelter","Total",0,0
2018,"La Pocatière, Quebec","2414085","Emergency shelter","Family",0,0
2018,"La Pocatière, Quebec","2414085","Emergency shelter","General (all)",0,0
2018,"La Pocatière, Quebec","2414085","Emergency shelter","General (men)",0,0
2018,"La Pocatière, Quebec","2414085","Emergency shelter","General (women)",0,0
2018,"La Pocatière, Quebec","2414085","Emergency shelter","Total",1,9
2018,"La Pocatière, Quebec","2414085","Emergency shelter","Youth",1,9
2018,"La Pocatière, Quebec","2414085","Transitional housing","Family",0,0
2018,"La Pocatière, Quebec","2414085","Transitional housing","General (all)",0,0
2018,"La Pocatière, Quebec","2414085","Transitional housing","General (men)",0,0
2018,"La Pocatière, Quebec","2414085","Transitional housing","General (women)",0,0
2018,"La Pocatière, Quebec","2414085","Transitional housing","Total",0,0
2018,"La Pocatière, Quebec","2414085","Transitional housing","Youth",0,0
2018,"La Prairie, Quebec","2467015","Domestic violence shelter","General (women)",1,29
2018,"La Prairie, Quebec","2467015","Domestic violence shelter","Total",1,29
2018,"La Prairie, Quebec","2467015","Emergency shelter","Family",0,0
2018,"La Prairie, Quebec","2467015","Emergency shelter","General (all)",0,0
2018,"La Prairie, Quebec","2467015","Emergency shelter","General (men)",0,0
2018,"La Prairie, Quebec","2467015","Emergency shelter","General (women)",0,0
2018,"La Prairie, Quebec","2467015","Emergency shelter","Total",0,0
2018,"La Prairie, Quebec","2467015","Emergency shelter","Youth",0,0
2018,"La Prairie, Quebec","2467015","Transitional housing","Family",0,0
2018,"La Prairie, Quebec","2467015","Transitional housing","General (all)",0,0
2018,"La Prairie, Quebec","2467015","Transitional housing","General (men)",0,0
2018,"La Prairie, Quebec","2467015","Transitional housing","General (women)",0,0
2018,"La Prairie, Quebec","2467015","Transitional housing","Total",0,0
2018,"La Prairie, Quebec","2467015","Transitional housing","Youth",0,0
2018,"La Ronge, Saskatchewan","4718041","Domestic violence shelter","General (women)",1,20
2018,"La Ronge, Saskatchewan","4718041","Domestic violence shelter","Total",1,20
2018,"La Ronge, Saskatchewan","4718041","Emergency shelter","Family",0,0
2018,"La Ronge, Saskatchewan","4718041","Emergency shelter","General (all)",0,0
2018,"La Ronge, Saskatchewan","4718041","Emergency shelter","General (men)",0,0
2018,"La Ronge, Saskatchewan","4718041","Emergency shelter","General (women)",0,0
2018,"La Ronge, Saskatchewan","4718041","Emergency shelter","Total",0,0
2018,"La Ronge, Saskatchewan","4718041","Emergency shelter","Youth",0,0
2018,"La Ronge, Saskatchewan","4718041","Transitional housing","Family",0,0
2018,"La Ronge, Saskatchewan","4718041","Transitional housing","General (all)",0,0
2018,"La Ronge, Saskatchewan","4718041","Transitional housing","General (men)",0,0
2018,"La Ronge, Saskatchewan","4718041","Transitional housing","General (women)",0,0
2018,"La Ronge, Saskatchewan","4718041","Transitional housing","Total",0,0
2018,"La Ronge, Saskatchewan","4718041","Transitional housing","Youth",0,0
2018,"La Tuque, Quebec","2490012","Domestic violence shelter","General (women)",2,22
2018,"La Tuque, Quebec","2490012","Domestic violence shelter","Total",2,22
2018,"La Tuque, Quebec","2490012","Emergency shelter","Family",0,0
2018,"La Tuque, Quebec","2490012","Emergency shelter","General (all)",0,0
2018,"La Tuque, Quebec","2490012","Emergency shelter","General (men)",0,0
2018,"La Tuque, Quebec","2490012","Emergency shelter","General (women)",0,0
2018,"La Tuque, Quebec","2490012","Emergency shelter","Total",0,0
2018,"La Tuque, Quebec","2490012","Emergency shelter","Youth",0,0
