"ref_date","geo","dguid","field","value"
"2018/2019","Whitehorse","990","Mathematics, computer and information sciences",NA
"2018/2019","Whitehorse","990","Engineering",NA
"2018/2019","Whitehorse","990","Architecture",NA
"2018/2019","Whitehorse","990","Agriculture, natural resources and conservation",NA
"2018/2019","Whitehorse","990","Dentistry",NA
"2018/2019","Whitehorse","990","Medicine",NA
"2018/2019","Whitehorse","990","Nursing",NA
"2018/2019","Whitehorse","990","Pharmacy",NA
"2018/2019","Whitehorse","990","Veterinary medicine",NA
"2018/2019","Whitehorse","990","Optometry",NA
"2018/2019","Whitehorse","990","Other health, parks, recreation and fitness",NA
"2018/2019","Whitehorse","990","Personal, protective and transportation services",NA
"2019/2020","Canada","1","Total, field of study",6468
"2019/2020","Canada","1","Education",4648
"2019/2020","Canada","1","Visual and performing arts, and communications technologies",5789
"2019/2020","Canada","1","Humanities",5486
"2019/2020","Canada","1","Social and behavioural sciences, and legal studies",5555
"2019/2020","Canada","1","Law",12527
"2019/2020","Canada","1","Business management and public administration",6795
"2019/2020","Canada","1","Physical and life sciences and technologies",6068
"2019/2020","Canada","1","Mathematics, computer and information sciences",6814
"2019/2020","Canada","1","Engineering",7949
"2019/2020","Canada","1","Architecture",6470
"2019/2020","Canada","1","Agriculture, natural resources and conservation",5614
"2019/2020","Canada","1","Dentistry",22242
"2019/2020","Canada","1","Medicine",14201
"2019/2020","Canada","1","Nursing",5583
"2019/2020","Canada","1","Pharmacy",10931
"2019/2020","Canada","1","Veterinary medicine",7852
"2019/2020","Canada","1","Optometry",11203
"2019/2020","Canada","1","Other health, parks, recreation and fitness",5867
"2019/2020","Canada","1","Personal, protective and transportation services",5686
"2019/2020","Newfoundland and Labrador","10","Total, field of study",2975
"2019/2020","Newfoundland and Labrador","10","Education",2659
"2019/2020","Newfoundland and Labrador","10","Visual and performing arts, and communications technologies",2718
"2019/2020","Newfoundland and Labrador","10","Humanities",2618
"2019/2020","Newfoundland and Labrador","10","Social and behavioural sciences, and legal studies",2699
"2019/2020","Newfoundland and Labrador","10","Law",NA
"2019/2020","Newfoundland and Labrador","10","Business management and public administration",2715
"2019/2020","Newfoundland and Labrador","10","Physical and life sciences and technologies",2687
"2019/2020","Newfoundland and Labrador","10","Mathematics, computer and information sciences",2688
"2019/2020","Newfoundland and Labrador","10","Engineering",2765
"2019/2020","Newfoundland and Labrador","10","Architecture",NA
"2019/2020","Newfoundland and Labrador","10","Agriculture, natural resources and conservation",2745
"2019/2020","Newfoundland and Labrador","10","Dentistry",NA
"2019/2020","Newfoundland and Labrador","10","Medicine",12250
"2019/2020","Newfoundland and Labrador","10","Nursing",2626
"2019/2020","Newfoundland and Labrador","10","Pharmacy",2870
"2019/2020","Newfoundland and Labrador","10","Veterinary medicine",NA
"2019/2020","Newfoundland and Labrador","10","Optometry",NA
"2019/2020","Newfoundland and Labrador","10","Other health, parks, recreation and fitness",2682
"2019/2020","Newfoundland and Labrador","10","Personal, protective and transportation services",2603
"2019/2020","St. John's","001","Total, field of study",2975
"2019/2020","St. John's","001","Education",2659
"2019/2020","St. John's","001","Visual and performing arts, and communications technologies",2718
"2019/2020","St. John's","001","Humanities",2618
"2019/2020","St. John's","001","Social and behavioural sciences, and legal studies",2699
"2019/2020","St. John's","001","Law",NA
"2019/2020","St. John's","001","Business management and public administration",2715
"2019/2020","St. John's","001","Physical and life sciences and technologies",2687
"2019/2020","St. John's","001","Mathematics, computer and information sciences",2688
"2019/2020","St. John's","001","Engineering",2765
"2019/2020","St. John's","001","Architecture",NA
"2019/2020","St. John's","001","Agriculture, natural resources and conservation",2745
"2019/2020","St. John's","001","Dentistry",NA
"2019/2020","St. John's","001","Medicine",12250
"2019/2020","St. John's","001","Nursing",2626
"2019/2020","St. John's","001","Pharmacy",2870
"2019/2020","St. John's","001","Veterinary medicine",NA
"2019/2020","St. John's","001","Optometry",NA
"2019/2020","St. John's","001","Other health, parks, recreation and fitness",2682
"2019/2020","St. John's","001","Personal, protective and transportation services",2603
"2019/2020","Prince Edward Island","11","Total, field of study",6748
"2019/2020","Prince Edward Island","11","Education",8360
"2019/2020","Prince Edward Island","11","Visual and performing arts, and communications technologies",6270
"2019/2020","Prince Edward Island","11","Humanities",6270
"2019/2020","Prince Edward Island","11","Social and behavioural sciences, and legal studies",6270
"2019/2020","Prince Edward Island","11","Law",NA
"2019/2020","Prince Edward Island","11","Business management and public administration",6270
"2019/2020","Prince Edward Island","11","Physical and life sciences and technologies",6270
"2019/2020","Prince Edward Island","11","Mathematics, computer and information sciences",6270
"2019/2020","Prince Edward Island","11","Engineering",6270
"2019/2020","Prince Edward Island","11","Architecture",NA
"2019/2020","Prince Edward Island","11","Agriculture, natural resources and conservation",6270
"2019/2020","Prince Edward Island","11","Dentistry",NA
"2019/2020","Prince Edward Island","11","Medicine",NA
"2019/2020","Prince Edward Island","11","Nursing",6270
"2019/2020","Prince Edward Island","11","Pharmacy",NA
"2019/2020","Prince Edward Island","11","Veterinary medicine",13260
"2019/2020","Prince Edward Island","11","Optometry",NA
"2019/2020","Prince Edward Island","11","Other health, parks, recreation and fitness",6270
"2019/2020","Prince Edward Island","11","Personal, protective and transportation services",NA
"2019/2020","Charlottetown","105","Total, field of study",6748
"2019/2020","Charlottetown","105","Education",8360
"2019/2020","Charlottetown","105","Visual and performing arts, and communications technologies",6270
"2019/2020","Charlottetown","105","Humanities",6270
"2019/2020","Charlottetown","105","Social and behavioural sciences, and legal studies",6270
"2019/2020","Charlottetown","105","Law",NA
"2019/2020","Charlottetown","105","Business management and public administration",6270
"2019/2020","Charlottetown","105","Physical and life sciences and technologies",6270
"2019/2020","Charlottetown","105","Mathematics, computer and information sciences",6270
"2019/2020","Charlottetown","105","Engineering",6270
"2019/2020","Charlottetown","105","Architecture",NA
"2019/2020","Charlottetown","105","Agriculture, natural resources and conservation",6270
"2019/2020","Charlottetown","105","Dentistry",NA
"2019/2020","Charlottetown","105","Medicine",NA
"2019/2020","Charlottetown","105","Nursing",6270
"2019/2020","Charlottetown","105","Pharmacy",NA
"2019/2020","Charlottetown","105","Veterinary medicine",13260
"2019/2020","Charlottetown","105","Optometry",NA
"2019/2020","Charlottetown","105","Other health, parks, recreation and fitness",6270
"2019/2020","Charlottetown","105","Personal, protective and transportation services",NA
"2019/2020","Nova Scotia","12","Total, field of study",8478
"2019/2020","Nova Scotia","12","Education",7739
"2019/2020","Nova Scotia","12","Visual and performing arts, and communications technologies",8120
"2019/2020","Nova Scotia","12","Humanities",7298
"2019/2020","Nova Scotia","12","Social and behavioural sciences, and legal studies",7449
"2019/2020","Nova Scotia","12","Law",15489
"2019/2020","Nova Scotia","12","Business management and public administration",8051
"2019/2020","Nova Scotia","12","Physical and life sciences and technologies",8043
"2019/2020","Nova Scotia","12","Mathematics, computer and information sciences",7914
"2019/2020","Nova Scotia","12","Engineering",10395
"2019/2020","Nova Scotia","12","Architecture",7745
"2019/2020","Nova Scotia","12","Agriculture, natural resources and conservation",7854
"2019/2020","Nova Scotia","12","Dentistry",25541
"2019/2020","Nova Scotia","12","Medicine",20690
"2019/2020","Nova Scotia","12","Nursing",8339
"2019/2020","Nova Scotia","12","Pharmacy",11789
"2019/2020","Nova Scotia","12","Veterinary medicine",NA
"2019/2020","Nova Scotia","12","Optometry",NA
"2019/2020","Nova Scotia","12","Other health, parks, recreation and fitness",8244
"2019/2020","Nova Scotia","12","Personal, protective and transportation services",7270
"2019/2020","Cape Breton","225","Total, field of study",7229
"2019/2020","Cape Breton","225","Education",8417
"2019/2020","Cape Breton","225","Visual and performing arts, and communications technologies",6757
"2019/2020","Cape Breton","225","Humanities",6887
"2019/2020","Cape Breton","225","Social and behavioural sciences, and legal studies",6782
"2019/2020","Cape Breton","225","Law",NA
"2019/2020","Cape Breton","225","Business management and public administration",6892
"2019/2020","Cape Breton","225","Physical and life sciences and technologies",6797
"2019/2020","Cape Breton","225","Mathematics, computer and information sciences",6757
"2019/2020","Cape Breton","225","Engineering",7081
"2019/2020","Cape Breton","225","Architecture",NA
"2019/2020","Cape Breton","225","Agriculture, natural resources and conservation",6757
"2019/2020","Cape Breton","225","Dentistry",NA
"2019/2020","Cape Breton","225","Medicine",NA
"2019/2020","Cape Breton","225","Nursing",8343
"2019/2020","Cape Breton","225","Pharmacy",NA
"2019/2020","Cape Breton","225","Veterinary medicine",NA
"2019/2020","Cape Breton","225","Optometry",NA
"2019/2020","Cape Breton","225","Other health, parks, recreation and fitness",7133
"2019/2020","Cape Breton","225","Personal, protective and transportation services",7270
"2019/2020","Halifax","205","Total, field of study",8699
"2019/2020","Halifax","205","Education",7147
"2019/2020","Halifax","205","Visual and performing arts, and communications technologies",8113
"2019/2020","Halifax","205","Humanities",7057
"2019/2020","Halifax","205","Social and behavioural sciences, and legal studies",7190
"2019/2020","Halifax","205","Law",15489
"2019/2020","Halifax","205","Business management and public administration",8109
"2019/2020","Halifax","205","Physical and life sciences and technologies",8109
"2019/2020","Halifax","205","Mathematics, computer and information sciences",7877
"2019/2020","Halifax","205","Engineering",10846
"2019/2020","Halifax","205","Architecture",7745
"2019/2020","Halifax","205","Agriculture, natural resources and conservation",7739
"2019/2020","Halifax","205","Dentistry",25541
"2019/2020","Halifax","205","Medicine",20690
"2019/2020","Halifax","205","Nursing",8376
"2019/2020","Halifax","205","Pharmacy",11789
"2019/2020","Halifax","205","Veterinary medicine",NA
"2019/2020","Halifax","205","Optometry",NA
"2019/2020","Halifax","205","Other health, parks, recreation and fitness",8289
"2019/2020","Halifax","205","Personal, protective and transportation services",NA
"2019/2020","Wolfville","1207024","Total, field of study",8189
"2019/2020","Wolfville","1207024","Education",8284
"2019/2020","Wolfville","1207024","Visual and performing arts, and communications technologies",8182
"2019/2020","Wolfville","1207024","Humanities",8086
"2019/2020","Wolfville","1207024","Social and behavioural sciences, and legal studies",8133
"2019/2020","Wolfville","1207024","Law",NA
"2019/2020","Wolfville","1207024","Business management and public administration",8121
"2019/2020","Wolfville","1207024","Physical and life sciences and technologies",8197
"2019/2020","Wolfville","1207024","Mathematics, computer and information sciences",8051
"2019/2020","Wolfville","1207024","Engineering",NA
"2019/2020","Wolfville","1207024","Architecture",NA
"2019/2020","Wolfville","1207024","Agriculture, natural resources and conservation",8286
"2019/2020","Wolfville","1207024","Dentistry",NA
"2019/2020","Wolfville","1207024","Medicine",NA
"2019/2020","Wolfville","1207024","Nursing",NA
"2019/2020","Wolfville","1207024","Pharmacy",NA
"2019/2020","Wolfville","1207024","Veterinary medicine",NA
"2019/2020","Wolfville","1207024","Optometry",NA
"2019/2020","Wolfville","1207024","Other health, parks, recreation and fitness",8368
"2019/2020","Wolfville","1207024","Personal, protective and transportation services",NA
