"csd","date","topic","t_total","t_single","t_semi","t_row","t_apt","h_total","h_single","h_semi","h_row","h_apt","r_total","r_single","r_semi","r_row","r_apt","co_total","co_single","co_semi","co_row","co_apt","cp_total","cp_single","cp_semi","cp_row","cp_apt"
"1303004","2019-07-01","starts",5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2020-07-01","starts",3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2021-07-01","starts",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2022-07-01","starts",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2023-07-01","starts",4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2024-07-01","starts",3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2025-07-01","starts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2012-07-01","completions",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2013-07-01","completions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2014-07-01","completions",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2015-07-01","completions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2016-07-01","completions",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2017-07-01","completions",4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2018-07-01","completions",7,7,0,0,0,5,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2019-07-01","completions",5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2020-07-01","completions",4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2021-07-01","completions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2022-07-01","completions",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2023-07-01","completions",3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2024-07-01","completions",4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2025-07-01","completions",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2012-07-01","under construction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2013-07-01","under construction",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2014-07-01","under construction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2015-07-01","under construction",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2016-07-01","under construction",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2017-07-01","under construction",5,5,0,0,0,3,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2018-07-01","under construction",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2019-07-01","under construction",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2020-07-01","under construction",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2021-07-01","under construction",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2022-07-01","under construction",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2023-07-01","under construction",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2024-07-01","under construction",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303004","2025-07-01","under construction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2017-07-01","starts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2018-07-01","starts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2019-07-01","starts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2020-07-01","starts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2021-07-01","starts",3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2022-07-01","starts",3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2023-07-01","starts",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2024-07-01","starts",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2025-07-01","starts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2017-07-01","completions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2018-07-01","completions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2019-07-01","completions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2020-07-01","completions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2021-07-01","completions",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2022-07-01","completions",3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2023-07-01","completions",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2024-07-01","completions",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2025-07-01","completions",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2017-07-01","under construction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2018-07-01","under construction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2019-07-01","under construction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2020-07-01","under construction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2021-07-01","under construction",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2022-07-01","under construction",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2023-07-01","under construction",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2024-07-01","under construction",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303005","2025-07-01","under construction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1990-07-01","starts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1991-07-01","starts",7,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1992-07-01","starts",33,33,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1993-07-01","starts",50,50,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1994-07-01","starts",56,56,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1995-07-01","starts",29,29,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1996-07-01","starts",14,14,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1997-07-01","starts",29,29,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1998-07-01","starts",20,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1999-07-01","starts",62,60,2,0,0,46,44,2,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2000-07-01","starts",63,63,0,0,0,29,29,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2001-07-01","starts",59,59,0,0,0,37,37,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2002-07-01","starts",69,69,0,0,0,49,49,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2003-07-01","starts",94,90,0,0,4,71,71,0,0,0,23,19,0,0,4,0,0,0,0,0,0,0,0,0,0
"1303008","2004-07-01","starts",50,50,0,0,0,47,47,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2005-07-01","starts",56,56,0,0,0,48,48,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2006-07-01","starts",56,56,0,0,0,45,45,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2007-07-01","starts",70,70,0,0,0,60,60,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2008-07-01","starts",86,86,0,0,0,71,71,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2009-07-01","starts",89,89,0,0,0,83,83,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2010-07-01","starts",99,99,0,0,0,91,91,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2011-07-01","starts",97,97,0,0,0,96,96,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2012-07-01","starts",98,98,0,0,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2013-07-01","starts",91,91,0,0,0,87,87,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2014-07-01","starts",69,69,0,0,0,67,67,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2015-07-01","starts",38,36,2,0,0,38,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2016-07-01","starts",33,33,0,0,0,27,27,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2017-07-01","starts",40,40,0,0,0,31,31,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2018-07-01","starts",30,30,0,0,0,23,23,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2019-07-01","starts",31,31,0,0,0,21,21,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2020-07-01","starts",34,34,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2021-07-01","starts",56,56,0,0,0,51,51,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2022-07-01","starts",61,61,0,0,0,56,56,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2023-07-01","starts",35,35,0,0,0,34,34,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2024-07-01","starts",52,52,0,0,0,47,47,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2025-07-01","starts",68,68,0,0,0,59,59,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1990-07-01","completions",3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1991-07-01","completions",5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1992-07-01","completions",28,28,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1993-07-01","completions",48,48,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1994-07-01","completions",59,59,0,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1995-07-01","completions",34,34,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1996-07-01","completions",12,12,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1997-07-01","completions",29,29,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1998-07-01","completions",17,17,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1999-07-01","completions",61,61,0,0,0,44,44,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2000-07-01","completions",64,64,0,0,0,30,30,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2001-07-01","completions",53,52,0,0,1,31,30,0,0,1,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2002-07-01","completions",70,70,0,0,0,49,49,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2003-07-01","completions",86,86,0,0,0,66,66,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2004-07-01","completions",54,50,0,0,4,47,47,0,0,0,7,3,0,0,4,0,0,0,0,0,0,0,0,0,0
"1303008","2005-07-01","completions",59,59,0,0,0,50,50,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2006-07-01","completions",51,51,0,0,0,39,39,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2007-07-01","completions",60,60,0,0,0,50,50,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2008-07-01","completions",91,91,0,0,0,70,70,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2009-07-01","completions",95,95,0,0,0,88,88,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2010-07-01","completions",98,98,0,0,0,90,90,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2011-07-01","completions",93,93,0,0,0,92,92,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2012-07-01","completions",88,88,0,0,0,87,87,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2013-07-01","completions",99,99,0,0,0,97,97,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2014-07-01","completions",68,68,0,0,0,66,66,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2015-07-01","completions",33,33,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2016-07-01","completions",44,42,2,0,0,41,39,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2017-07-01","completions",30,30,0,0,0,21,21,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2018-07-01","completions",37,37,0,0,0,32,32,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2019-07-01","completions",29,29,0,0,0,19,19,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2020-07-01","completions",29,29,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2021-07-01","completions",50,50,0,0,0,47,47,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2022-07-01","completions",60,60,0,0,0,54,54,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2023-07-01","completions",44,44,0,0,0,41,41,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2024-07-01","completions",48,48,0,0,0,40,40,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2025-07-01","completions",49,49,0,0,0,38,38,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1990-07-01","under construction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1991-07-01","under construction",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1992-07-01","under construction",7,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1993-07-01","under construction",9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1994-07-01","under construction",7,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1995-07-01","under construction",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1996-07-01","under construction",4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1997-07-01","under construction",3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1998-07-01","under construction",6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","1999-07-01","under construction",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2000-07-01","under construction",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2001-07-01","under construction",6,6,0,0,0,5,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2002-07-01","under construction",5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2003-07-01","under construction",11,7,0,0,4,7,7,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"1303008","2004-07-01","under construction",7,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2005-07-01","under construction",4,4,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2006-07-01","under construction",9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2007-07-01","under construction",18,18,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2008-07-01","under construction",15,15,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2009-07-01","under construction",9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2010-07-01","under construction",11,11,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2011-07-01","under construction",15,15,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2012-07-01","under construction",26,26,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2013-07-01","under construction",18,18,0,0,0,16,16,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2014-07-01","under construction",19,19,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2015-07-01","under construction",24,22,2,0,0,24,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2016-07-01","under construction",11,11,0,0,0,10,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2017-07-01","under construction",20,20,0,0,0,19,19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2018-07-01","under construction",11,11,0,0,0,10,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2019-07-01","under construction",12,12,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2020-07-01","under construction",16,16,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2021-07-01","under construction",22,22,0,0,0,20,20,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2022-07-01","under construction",23,23,0,0,0,22,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2023-07-01","under construction",14,14,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2024-07-01","under construction",18,18,0,0,0,17,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303008","2025-07-01","under construction",37,37,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303012","2024-07-01","starts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303012","2025-07-01","starts",32,11,0,9,12,20,11,0,9,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"1303012","2024-07-01","completions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303012","2025-07-01","completions",15,6,0,9,0,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303012","2024-07-01","under construction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303012","2025-07-01","under construction",17,5,0,0,12,5,5,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"1303016","1990-07-01","starts",3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","1991-07-01","starts",9,7,2,0,0,7,7,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","1992-07-01","starts",32,32,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","1993-07-01","starts",46,46,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","1994-07-01","starts",25,25,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","1995-07-01","starts",15,15,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","1996-07-01","starts",28,28,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","1997-07-01","starts",31,31,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","1998-07-01","starts",25,25,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","1999-07-01","starts",15,15,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2000-07-01","starts",8,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2001-07-01","starts",3,3,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2002-07-01","starts",12,12,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2003-07-01","starts",14,14,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2004-07-01","starts",11,11,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2005-07-01","starts",8,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2006-07-01","starts",14,14,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2007-07-01","starts",10,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2008-07-01","starts",20,18,0,0,2,20,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2009-07-01","starts",11,11,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2010-07-01","starts",11,11,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2011-07-01","starts",11,11,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2012-07-01","starts",8,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2013-07-01","starts",11,11,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2014-07-01","starts",12,12,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2015-07-01","starts",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2016-07-01","starts",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2017-07-01","starts",2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2018-07-01","starts",6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2019-07-01","starts",4,4,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2020-07-01","starts",4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2021-07-01","starts",6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2022-07-01","starts",5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2023-07-01","starts",4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2024-07-01","starts",10,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1303016","2025-07-01","starts",9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
